,-,-,-,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2022/01/18 16:18:32
O2148946,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:42:57
O2148946,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:43:01
O2148947,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:43:03
O2148947,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:43:06
O2148947,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:43:10
O2148947,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:43:13
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:43:17
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:43:20
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:43:25
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:43:28
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:43:30
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:43:32
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:43:34
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:43:40
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:43:45
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:43:48
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:43:53
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:43:56
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:43:59
O2148946,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:47:00
O2148947,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:47:03
O2148947,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:47:06
O2148947,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:47:09
O2148947,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:47:11
O2148947,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:47:15
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:47:19
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:47:39
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:47:54
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:56:35
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:56:38
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:56:41
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:56:45
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:56:47
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:56:50
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:56:53
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 11:57:47
O2148947,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 13:34:19
O2148947,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 13:35:11
O2148946,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 13:38:34
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 13:45:44
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 13:49:47
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 13:49:50
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 13:49:53
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 13:49:56
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 13:49:59
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 13:50:02
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 13:50:10
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 13:50:13
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 13:50:16
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 13:51:07
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 14:08:09
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 14:11:05
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 14:12:16
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 14:12:20
O2148948,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 14:14:45
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 14:14:48
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 14:14:52
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 14:14:56
O2148946,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 14:15:19
O2148946,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 14:15:24
O2148946,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 14:15:26
O2148946,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 14:15:33
O2148946,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 14:15:36
O2148947,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 14:15:39
O2148947,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 14:15:44
O2148949,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 14:15:58
O2148946,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 14:16:08
O2148946,D,,,D65,0.00,0.0000,0.00,0.0000,0.0000,0,0,0,White,0,0,0,201,2023/07/24 14:17:32
